source,text,created_at,retweet_count,favorite_count,time,date,Date,Open,High,Low,Close,Adj Close,Volume,diff,label
Twitter for iPhone,On June 10th the United States will impose a 5% Tariff on all goods coming into our Country from Mexico until such time as illegal migrants coming through Mexico and into our Country STOP. The Tariff will gradually increase until the Illegal Immigration problem is remedied..,05-30-2019 23:30:19,39564,162037,2019-05-30 23:30:19,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,The Navy put out a disclaimer on the McCain story. Looks like the story was an exaggeration or even Fake News - but why not everything else is!,05-30-2019 22:23:21,21757,86671,2019-05-30 22:23:21,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Yesterday Border Patrol agents apprehended the largest group of illegal aliens ever: 1036 people who illegally crossed the border in El Paso around 4am. Democrats need to stand by our incredible Border Patrol and finally fix the loopholes at our Border! https://t.co/6K1rIUzorM,05-30-2019 21:16:00,36539,108584,2019-05-30 21:16:00,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Just arrived in Colorado. Getting ready to deliver the commencement speech at the Air Force Academy graduation. Very exciting - probably will be broadcast live on TV. They want good ratings!,05-30-2019 16:30:01,13799,75250,2019-05-30 16:30:01,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,https://t.co/J80cxMYVDX,05-30-2019 16:28:40,20614,84931,2019-05-30 16:28:40,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Very sad to hear the news on the passing of my friend Senator Thad Cochran. He was a real Senator with incredible values - even flew back to Senate from Mississippi for important Healthcare Vote when he was desperately ill. Thad never let our Country (or me) down!,05-30-2019 16:27:19,16341,88356,2019-05-30 16:27:19,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of the FBI. He had already been in that position for 12 years I told him NO. The next day he was named Special Counsel - A total Conflict of Interest. NICE!,05-30-2019 15:34:11,27263,100744,2019-05-30 15:34:11,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,“Comey and Brennan are turning on each other.”  @kilmeade,05-30-2019 14:41:24,15404,66131,2019-05-30 14:41:24,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Congressman John Ratcliffe “The Trump Campaign clearly did not conspire or collude.” @FoxNews,05-30-2019 13:41:43,14414,64132,2019-05-30 13:41:43,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,05-30-2019 11:57:47,27060,117745,2019-05-30 11:57:47,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,....say he fought back against this phony crime that didn’t exist this horrendous false accusation and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,05-30-2019 11:57:47,22146,103966,2019-05-30 11:57:47,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,05-30-2019 11:38:15,3073,11986,2019-05-30 11:38:15,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,....say he fought back against this phony crime that didn’t exist this horrendous false acquisition and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,05-30-2019 11:38:15,2974,11719,2019-05-30 11:38:15,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,The Greatest Presidential Harassment in history. After spending $40000000 over two dark years with unlimited access people resources and cooperation highly conflicted Robert Mueller would have brought charges if he had ANYTHING but there were no charges to bring!,05-30-2019 11:21:45,24940,101898,2019-05-30 11:21:45,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japan. Nevertheless @FLOTUS and I loved being with our great Military Men and Women - what a spectacular job they do!,05-30-2019 00:59:43,20133,98221,2019-05-30 00:59:43,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Great show tonight @seanhannity you really get it (9:00 P.M. @FoxNews) that’s why you’re Number One (by far)! Also please tell Mark Levin congrats on having the Number One book!,05-30-2019 00:46:39,15457,70638,2019-05-30 00:46:39,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!,05-30-2019 00:32:06,42786,176043,2019-05-30 00:32:06,2019-05-30,2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3273790000,1.920165999999881,1
Twitter for iPhone,Nothing changes from the Mueller Report. There was insufficient evidence and therefore in our Country a person is innocent. The case is closed! Thank you.,05-29-2019 15:37:21,38234,161166,2019-05-29 15:37:21,2019-05-29,2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,-7.229980000000069,0
Twitter for iPhone,...If Alabama does not elect a Republican to the Senate in 2020 many of the incredible gains that we have made during my Presidency may be lost including our Pro-Life victories. Roy Moore cannot win and the consequences will be devastating....Judges and Supreme Court Justices!,05-29-2019 11:40:31,20317,89242,2019-05-29 11:40:31,2019-05-29,2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,-7.229980000000069,0
Twitter for iPhone,Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will be for Six Years not just Two. I have NOTHING against Roy Moore and unlike many other Republican leaders wanted him to win. But he didn’t and probably won’t.....,05-29-2019 11:40:30,21358,96448,2019-05-29 11:40:30,2019-05-29,2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,-7.229980000000069,0
Twitter for iPhone,THANK YOU JAPAN!🇺🇸🇯🇵 https://t.co/ZvzEL8iQsi,05-29-2019 00:33:37,63560,268335,2019-05-29 00:33:37,2019-05-29,2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,-7.229980000000069,0
Twitter for iPhone,Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!,05-29-2019 00:22:51,19561,103673,2019-05-29 00:22:51,2019-05-29,2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,-7.229980000000069,0
Twitter for iPhone,I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?,05-28-2019 21:58:55,26971,129359,2019-05-28 21:58:55,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Government will do whatever is necessary to help out with what has turned out to be Record Flooding. Asa and local officials are doing a great job!,05-28-2019 21:24:32,11950,56282,2019-05-28 21:24:32,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,.@GovMikeDeWine just updated me on the devastation from the many tornadoes that struck Ohio early this morning. My Administration fully supports the people of the great State of Ohio as they begin the cleanup and recovery.,05-28-2019 19:40:20,11969,59335,2019-05-28 19:40:20,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,Storms overnight across Ohio and many other States were very dangerous and damaging. My team continues to update me with reports from emergency managers in the States affected. Listen to your local officials and be resilient. We are with you!,05-28-2019 19:38:00,15375,80201,2019-05-28 19:38:00,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,GOD BLESS THE USA🇺🇸 https://t.co/Y8HRT6wnWZ,05-28-2019 12:39:41,35673,159190,2019-05-28 12:39:41,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,Spoke with @GovStitt of Oklahoma last night from Japan because of the devastating tornadoes. Told him that @FEMA and the federal government are fully behind him and the great people of Oklahoma.,05-28-2019 08:11:10,13252,64303,2019-05-28 08:11:10,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,Can’t wait to see you all soon! https://t.co/KKAw4hqqx5,05-28-2019 00:36:35,19951,91197,2019-05-28 00:36:35,2019-05-28,2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,-27.640135999999984,0
Twitter for iPhone,.....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!,05-24-2019 21:41:43,17608,72825,2019-05-24 21:41:43,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.,05-24-2019 20:56:32,15559,80438,2019-05-24 20:56:32,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together in particular with our Courts 107 Federal Judges....,05-24-2019 20:56:31,17598,87453,2019-05-24 20:56:31,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,https://t.co/8GRaqVxR8S,05-24-2019 20:22:08,27602,86830,2019-05-24 20:22:08,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo. https://t.co/uwEjQNbEXE,05-24-2019 19:01:48,19405,86078,2019-05-24 19:01:48,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,I am on Air Force one with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo.,05-24-2019 18:16:37,4997,21699,2019-05-24 18:16:37,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!,05-24-2019 18:00:27,45933,213484,2019-05-24 18:00:27,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,Congratulations to Tom Cotton - his book “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday &amp; the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!,05-24-2019 17:31:18,11391,50955,2019-05-24 17:31:18,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states loud &amp; clear &amp; for all to hear No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!,05-24-2019 12:34:47,22746,92032,2019-05-24 12:34:47,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,“If they try to Impeach President Trump who has done nothing wrong (No Collusion) they will end up getting him re-elected” @LindseyGrahamSC Impeachment is for High Crimes and Misdemeanors. There were no High Crimes and Misdemeanors except for those committed by the other side!,05-24-2019 12:19:56,29072,116586,2019-05-24 12:19:56,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,“Intelligence Agencies were used against an American President.” @DevinNunes  @ShannonBream @FoxNews  This should NEVER happen to a President again! Dems are furious at Robert Mueller for his findings - NO COLLUSION NO OBSTRUCTION. Now they should go back to work and legislate!,05-24-2019 03:49:49,20712,76676,2019-05-24 03:49:49,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,When is Twitter going to allow the very popular Conservative Voices that it has so viciously shut down back into the OPEN? IT IS TIME!,05-24-2019 03:29:22,38884,146613,2019-05-24 03:29:22,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,Wow! CNN Ratings are WAY DOWN record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television Don Lemon!,05-24-2019 03:19:46,25475,108070,2019-05-24 03:19:46,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll,05-24-2019 01:19:25,17487,74631,2019-05-24 01:19:25,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,“PELOSI STAMMERS THROUGH NEWS CONFERENCE” https://t.co/1OyCyqRTuk,05-24-2019 01:09:33,31952,97558,2019-05-24 01:09:33,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,“Nancy Pelosi should not be out there doing the kinds of things she is doing. She will diminish herself and her membership. She cannot put a subject with a predicate in the same sentence. What’s going on?”  Ed Rollins  @GreggJarrett  @LouDobbs,05-24-2019 00:39:52,17146,65720,2019-05-24 00:39:52,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,“Today at the request and recommendation of the Attorney General of the United States President Donald J. Trump directed the intelligence community to quickly and fully cooperate with the Attorney General’s investigation into surveillance activities....,05-24-2019 00:19:32,34382,135669,2019-05-24 00:19:32,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,....during the 2016 Presidential election. The Attorney General has also been delegated full and complete authority to declassify information pertaining to this investigation in accordance with the long-established standards for handling classified information....,05-24-2019 00:19:32,22528,96407,2019-05-24 00:19:32,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,....Today’s action will help ensure that all Americans learn the truth about the events that occurred and the actions that were taken during the last Presidential election and will restore confidence in our public institutions.” @PressSec,05-24-2019 00:19:32,27216,113932,2019-05-24 00:19:32,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,@FoxNews Poll: A majority of Americans want the Democrats to stop investigating President Trump. The Mueller Report said very strongly NO COLLUSION which led to NO OBSTRUCTION. The Dems can’t get over 2016 or the conclusive Mueller findings. They are now the Do Nothing Party!,05-24-2019 00:16:44,3248,11768,2019-05-24 00:16:44,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,The U.S. Senate has just approved a 19 Billion Dollar Disaster Relief Bill with my total approval. Great!,05-24-2019 00:11:19,12674,60823,2019-05-24 00:11:19,2019-05-24,2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,-6.3498530000001665,0
Twitter for iPhone,We will never forget our fallen HEROES. It was our great honor to be with you today! #FlagsIn https://t.co/Z6OvQUr8lT,05-23-2019 23:34:53,14477,60316,2019-05-23 23:34:53,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,Congratulations to Prime Minister @NarendraModi and his BJP party on their BIG election victory! Great things are in store for the US-India partnership with the return of PM Modi at the helm. I look forward to continuing our important work together!,05-23-2019 17:13:14,51749,238317,2019-05-23 17:13:14,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,.@NWS and @USACEHQ are monitoring the damaging storms and flooding in Oklahoma. Listen to the warnings of your local officials and stay safe. We are with you!,05-23-2019 17:07:28,8360,37907,2019-05-23 17:07:28,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,Our hearts go out to the people of Missouri as they woke up to assess the damage from storms. You are strong and resilient and we are here to assist. https://t.co/paeOVcUQWn,05-23-2019 17:05:25,11272,49587,2019-05-23 17:05:25,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,When the Democrats in Congress refinish for the 5th time their Fake work on their very disappointing Mueller Report finding they will have the time to get the REAL work of the people done. Move quickly!,05-23-2019 14:27:34,18936,78777,2019-05-23 14:27:34,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,I was extremely calm yesterday with my meeting with Pelosi and Schumer knowing that they would say I was raging which they always do along with their partner the Fake News Media. Well so many stories about the meeting use the Rage narrative anyway - Fake &amp; Corrupt Press!,05-23-2019 14:13:39,25140,106017,2019-05-23 14:13:39,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,Rex Tillerson a man who is “dumb as a rock” and totally ill prepared and ill equipped to be Secretary of State made up a story (he got fired) that I was out-prepared by Vladimir Putin at a meeting in Hamburg Germany. I don’t think Putin would agree. Look how the U.S. is doing!,05-23-2019 12:29:04,17024,76624,2019-05-23 12:29:04,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,The Democrats have become known as THE DO NOTHING PARTY!,05-23-2019 11:58:57,22956,95734,2019-05-23 11:58:57,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,....drug prices pre-existing conditions and our great Vets. All they are geared up to do six committees is squander time day after day trying to find anything which will be bad for me. A pure fishing expedition like this never happened before &amp; it should never happen again!,05-23-2019 11:56:04,18621,84541,2019-05-23 11:56:04,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,The Democrats are getting nothing done in Congress. All of their effort is about a Re-Do of the Mueller Report which didn’t turn out the way they wanted. It is not possible for them to investigate and legislate at the same time. Their heart is not into Infrastructure lower.....,05-23-2019 11:56:03,21924,96165,2019-05-23 11:56:03,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,Democrats don’t want to fix the loopholes at the Border. They don’t want to do anything. Open Borders and crime!,05-23-2019 02:54:59,19030,75420,2019-05-23 02:54:59,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,Zero is getting done with the Democrats in charge of the House. All they want to do is put the Mueller Report behind them and start all over again. No Do-Overs!,05-23-2019 02:31:52,21128,89913,2019-05-23 02:31:52,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,In a letter to her House colleagues Nancy Pelosi said: “President Trump had a temper tantrum for us all to see.” This is not true. I was purposely very polite and calm much as I was minutes later with the press in the Rose Garden. Can be easily proven. It is all such a lie!,05-23-2019 02:28:36,29647,131820,2019-05-23 02:28:36,2019-05-23,2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,-14.459961000000021,0
Twitter for iPhone,I want to welcome you all to the @WhiteHouse as we award our very bravest law enforcement officers and firefighters our nation’s highest public safety award – The Medal of Valor...https://t.co/68EeQk8ZHr,05-22-2019 20:46:35,16674,68614,2019-05-22 20:46:35,2019-05-22,2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000,0.20996100000002116,1
Twitter for iPhone,....Democrat leadership is tearing the United States apart but I will continue to set records for the American People – and Nancy thank you so much for your prayers I know you truly mean it!,05-22-2019 17:02:23,21388,95678,2019-05-22 17:02:23,2019-05-22,2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000,0.20996100000002116,1
Twitter for iPhone,....But they really want a do-over! You can’t investigate and legislate simultaneously - it just doesn’t work that way. You can’t go down two tracks at the same time. Let Chuck Nancy Jerry Adam and all of the rest finish playing their games....,05-22-2019 17:01:22,8870,31664,2019-05-22 17:01:22,2019-05-22,2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000,0.20996100000002116,1
